id,title,url,publisher,sourceType,retrievedAt
characters-36-wiki,Beta-Seven,https://rickandmorty.fandom.com/wiki/Beta-Seven,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-36-api,Beta-Seven API record,https://rickandmortyapi.com/api/character/36,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-37-wiki,Beth Smith,https://rickandmorty.fandom.com/wiki/Beth_Smith,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-37-api,Beth Sanchez API record,https://rickandmortyapi.com/api/character/37,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-38-wiki,Beth Smith,https://rickandmorty.fandom.com/wiki/Beth_Smith,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-38-api,Beth Smith API record,https://rickandmortyapi.com/api/character/38,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-39-wiki,Beth Smith,https://rickandmorty.fandom.com/wiki/Beth_Smith,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-39-api,Beth Smith API record,https://rickandmortyapi.com/api/character/39,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-40-wiki,XenoBeth,https://rickandmorty.fandom.com/wiki/XenoBeth,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-40-api,Beth's Mytholog API record,https://rickandmortyapi.com/api/character/40,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-41-wiki,Big Boobed Waitress,https://rickandmorty.fandom.com/wiki/Big_Boobed_Waitress,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-41-api,Big Boobed Waitress API record,https://rickandmortyapi.com/api/character/41,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-42-wiki,Big-Head Morty,https://rickandmorty.fandom.com/wiki/Big-Head_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-42-api,Big Head Morty API record,https://rickandmortyapi.com/api/character/42,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-43-wiki,Big Morty,https://rickandmorty.fandom.com/wiki/Big_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-43-api,Big Morty API record,https://rickandmortyapi.com/api/character/43,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-44-wiki,Big Morty's Bodyguard Mortys,https://rickandmorty.fandom.com/wiki/Big_Morty's_Bodyguard_Mortys,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-44-api,Body Guard Morty API record,https://rickandmortyapi.com/api/character/44,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-45-wiki,Bill Galliams,https://rickandmorty.fandom.com/wiki/Bill_Galliams,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-45-api,Bill API record,https://rickandmortyapi.com/api/character/45,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-46-wiki,Bill Galliams,https://rickandmorty.fandom.com/wiki/Bill_Galliams,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-46-api,Bill API record,https://rickandmortyapi.com/api/character/46,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-47-wiki,Birdperson,https://rickandmorty.fandom.com/wiki/Birdperson,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-47-api,Birdperson API record,https://rickandmortyapi.com/api/character/47,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-48-wiki,Afro Rick,https://rickandmorty.fandom.com/wiki/Afro_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-48-api,Black Rick API record,https://rickandmortyapi.com/api/character/48,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-49-wiki,Blamphs,https://rickandmorty.fandom.com/wiki/Blamphs,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-49-api,Blamph API record,https://rickandmortyapi.com/api/character/49,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-50-wiki,Blim Blam,https://rickandmorty.fandom.com/wiki/Blim_Blam,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-50-api,Blim Blam API record,https://rickandmortyapi.com/api/character/50,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-51-wiki,Fungo,https://rickandmorty.fandom.com/wiki/Fungo,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-51-api,Blue Diplomat API record,https://rickandmortyapi.com/api/character/51,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-52-wiki,Blue Footprint Guy,https://rickandmorty.fandom.com/wiki/Blue_Footprint_Guy,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-52-api,Blue Footprint Guy API record,https://rickandmortyapi.com/api/character/52,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-53-wiki,Blue Shirt Morty,https://rickandmorty.fandom.com/wiki/Blue_Shirt_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-53-api,Blue Shirt Morty API record,https://rickandmortyapi.com/api/character/53,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-54-wiki,Bobby Moynihan,https://rickandmorty.fandom.com/wiki/Bobby_Moynihan,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-54-api,Bobby Moynihan API record,https://rickandmortyapi.com/api/character/54,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-55-wiki,Boobloosians,https://rickandmorty.fandom.com/wiki/Boobloosians,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-55-api,Boobloosian API record,https://rickandmortyapi.com/api/character/55,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-56-wiki,Bootleg Portal Chemist Rick,https://rickandmorty.fandom.com/wiki/Bootleg_Portal_Chemist_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-56-api,Bootleg Portal Chemist Rick API record,https://rickandmortyapi.com/api/character/56,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-57-wiki,Borpocians,https://rickandmorty.fandom.com/wiki/Borpocians,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-57-api,Borpocian API record,https://rickandmortyapi.com/api/character/57,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-58-wiki,Brad,https://rickandmorty.fandom.com/wiki/Brad,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-58-api,Brad API record,https://rickandmortyapi.com/api/character/58,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-59-wiki,Brad Anderson,https://rickandmorty.fandom.com/wiki/Brad_Anderson,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-59-api,Brad Anderson API record,https://rickandmortyapi.com/api/character/59,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-60-wiki,Calypso,https://rickandmorty.fandom.com/wiki/Calypso,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-60-api,Calypso API record,https://rickandmortyapi.com/api/character/60,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-61-wiki,Campaign Manager Morty,https://rickandmorty.fandom.com/wiki/Campaign_Manager_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-61-api,Campaign Manager Morty API record,https://rickandmortyapi.com/api/character/61,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-62-wiki,Canklanker Thom,https://rickandmorty.fandom.com/wiki/Canklanker_Thom,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-62-api,Canklanker Thom API record,https://rickandmortyapi.com/api/character/62,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-63-wiki,Centaur,https://rickandmorty.fandom.com/wiki/Centaur,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-63-api,Centaur API record,https://rickandmortyapi.com/api/character/63,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-64-wiki,Chris,https://rickandmorty.fandom.com/wiki/Chris,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-64-api,Chris API record,https://rickandmortyapi.com/api/character/64,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-65-wiki,Chris,https://rickandmorty.fandom.com/wiki/Chris,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-65-api,Chris API record,https://rickandmortyapi.com/api/character/65,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-66-wiki,Coach Feratu,https://rickandmorty.fandom.com/wiki/Coach_Feratu,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-66-api,Coach Feratu (Balik Alistane) API record,https://rickandmortyapi.com/api/character/66,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-67-wiki,Bulbhead,https://rickandmorty.fandom.com/wiki/Bulbhead,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-67-api,Collector API record,https://rickandmortyapi.com/api/character/67,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-68-wiki,Colossus,https://rickandmorty.fandom.com/wiki/Colossus,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-68-api,Colossus API record,https://rickandmortyapi.com/api/character/68,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-69-wiki,Commander Rick,https://rickandmorty.fandom.com/wiki/Commander_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-69-api,Commander Rick API record,https://rickandmortyapi.com/api/character/69,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-70-wiki,Concerto,https://rickandmorty.fandom.com/wiki/Concerto,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-70-api,Concerto API record,https://rickandmortyapi.com/api/character/70,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-71-wiki,Conroy,https://rickandmorty.fandom.com/wiki/Conroy,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-71-api,Conroy API record,https://rickandmortyapi.com/api/character/71,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-72-wiki,Cool Rick,https://rickandmorty.fandom.com/wiki/Cool_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-72-api,Cool Rick API record,https://rickandmortyapi.com/api/character/72,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-73-wiki,Cop Morty,https://rickandmorty.fandom.com/wiki/Cop_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-73-api,Cop Morty API record,https://rickandmortyapi.com/api/character/73,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-74-wiki,Cop Rick,https://rickandmorty.fandom.com/wiki/Cop_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-74-api,Cop Rick API record,https://rickandmortyapi.com/api/character/74,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-75-wiki,Courier Flap,https://rickandmorty.fandom.com/wiki/Courier_Flap,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-75-api,Courier Flap API record,https://rickandmortyapi.com/api/character/75,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-76-wiki,Cousin Nicky,https://rickandmorty.fandom.com/wiki/Cousin_Nicky,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-76-api,Cousin Nicky API record,https://rickandmortyapi.com/api/character/76,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-77-wiki,Western Morty,https://rickandmorty.fandom.com/wiki/Western_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-77-api,Cowboy Morty API record,https://rickandmortyapi.com/api/character/77,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-78-wiki,Western Rick,https://rickandmorty.fandom.com/wiki/Western_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-78-api,Cowboy Rick API record,https://rickandmortyapi.com/api/character/78,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-79-wiki,Crustolomons,https://rickandmorty.fandom.com/wiki/Crustolomons,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-79-api,Crab Spider API record,https://rickandmortyapi.com/api/character/79,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-80-wiki,The Little Girl,https://rickandmorty.fandom.com/wiki/The_Little_Girl,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-80-api,Creepy Little Girl API record,https://rickandmortyapi.com/api/character/80,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-81-wiki,Crocubot,https://rickandmorty.fandom.com/wiki/Crocubot,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-81-api,Crocubot API record,https://rickandmortyapi.com/api/character/81,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-82-wiki,Cronenberg Rick,https://rickandmorty.fandom.com/wiki/Cronenberg_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-82-api,Cronenberg Rick API record,https://rickandmortyapi.com/api/character/82,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-83-wiki,Cronenberg Morty,https://rickandmorty.fandom.com/wiki/Cronenberg_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-83-api,Cronenberg Morty API record,https://rickandmortyapi.com/api/character/83,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-84-wiki,Cult Leader Morty,https://rickandmorty.fandom.com/wiki/Cult_Leader_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-84-api,Cult Leader Morty API record,https://rickandmortyapi.com/api/character/84,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-85-wiki,Cyclops Morty,https://rickandmorty.fandom.com/wiki/Cyclops_Morty,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-85-api,Cyclops Morty API record,https://rickandmortyapi.com/api/character/85,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-86-wiki,Cyclops Rick,https://rickandmorty.fandom.com/wiki/Cyclops_Rick,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-86-api,Cyclops Rick API record,https://rickandmortyapi.com/api/character/86,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-87-wiki,Cynthia,https://rickandmorty.fandom.com/wiki/Cynthia,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-87-api,Cynthia API record,https://rickandmortyapi.com/api/character/87,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-88-wiki,Cynthia,https://rickandmorty.fandom.com/wiki/Cynthia,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-88-api,Cynthia API record,https://rickandmortyapi.com/api/character/88,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-89-wiki,Dale,https://rickandmorty.fandom.com/wiki/Dale,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-89-api,Dale API record,https://rickandmortyapi.com/api/character/89,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-90-wiki,Daron Jefferson,https://rickandmorty.fandom.com/wiki/Daron_Jefferson,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-90-api,Daron Jefferson API record,https://rickandmortyapi.com/api/character/90,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-91-wiki,David Letterman,https://rickandmorty.fandom.com/wiki/David_Letterman,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-91-api,David Letterman API record,https://rickandmortyapi.com/api/character/91,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-92-wiki,Davin,https://rickandmorty.fandom.com/wiki/Davin,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-92-api,Davin API record,https://rickandmortyapi.com/api/character/92,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-93-wiki,Diablo Verde,https://rickandmorty.fandom.com/wiki/Diablo_Verde,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-93-api,Diablo Verde API record,https://rickandmortyapi.com/api/character/93,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-94-wiki,Diane Sanchez,https://rickandmorty.fandom.com/wiki/Diane_Sanchez,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-94-api,Diane Sanchez API record,https://rickandmortyapi.com/api/character/94,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-95-wiki,Dipper and Mabel Mortys,https://rickandmorty.fandom.com/wiki/Dipper_and_Mabel_Mortys,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-95-api,Dipper and Mabel Mortys API record,https://rickandmortyapi.com/api/character/95,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-96-wiki,Diseases,https://rickandmorty.fandom.com/wiki/Diseases,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-96-api,Tuberculosis API record,https://rickandmortyapi.com/api/character/96,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-97-wiki,Diseases,https://rickandmorty.fandom.com/wiki/Diseases,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
characters-97-api,Gonorrhea API record,https://rickandmortyapi.com/api/character/97,Rick and Morty API,official-api,2026-06-26T22:31:04.379Z
characters-98-wiki,Diseases,https://rickandmorty.fandom.com/wiki/Diseases,Rick and Morty Wiki,wiki,2026-06-26T22:31:04.379Z
